reviewer_id,asin,reviewer_name,helpful,helpful_ratio,review_text,overall,summary,unix_review_time,review_time,review_date,cleaned_text,processed_text,formatted_date,review_length,word_count,category,main_category,description,title,brand,price,manual_sentiment,vader_score,textblob_score,neutral_confidence,sentiment
A1565CDTDK79WE,B003RCI5A0,Anonymous,"[0, 0]",0.0,Great product and quality,5,Five Stars,1405987200,"07 22, 2014",7/22/2014,great product and quality,great product quality,22-Jul-14,25,4,Uncategorized,Uncategorized,No description available,Untitled,Unknown Brand,,positive,0.6249,0.8,0.0,positive
A3SSBBEGNC7G07,B00IG54NXG,"James Strock ""Serve to Lead""","[0, 0]",0.0,"The Philips SB365/37 wireless Bluetooth speaker is excellent.First, it's incredibly easy to set up. The Bluetooth matching is seamless. The reach is quite strong. It certainly goes at least 30 feet. To some extent, it can even work through the separation of walls, though I found that the signal could be lost from one room to another. As a practical matter, though, the speaker is so light that there's no problem moving it from room to room.The sound quality is excellent. Philips has not disappointed in this. The bass is very good for a such a small speaker.Perhaps the most telling, recurring criticisms from some Amazon.com reviewers relate to the power supply.The speaker does consume batteries at a rather rapid rate. One might install rechargeable batteries. They tend to be expensive and limited in performance, so that's not ideal. Depending on your needs, it's important to understand that there's not a built-in recharge capacity as with some portable speakers.The practical effect of this is to limit the real-time capacity of this speaker as truly portable. Given the battery consumption, one would likely not want to deploy it for regular use outdoors or other places without access to electric outlets.The portability is also limited by the design and construction of the speaker. Its size is just large enough so that it would be pretty challenging to carry in a small bag or case. So, too, it doesn't strike me as sturdy enough to put through the rigors of travel.On the other hand, for regular use in a home or office, using an electrical outlet, this unit can be a good choice.In the end, perhaps one should factor in the various compromises that various speakers include: cost, power, design and construction, sound quality.For many people who use this Philips product in one setting, this can be a versatile, high-quality, low-cost speaker.If you want durable portability--including smaller size, tight design, rechargeable power, good sound--you may want to compare this with other options. They will generally have higher price tags.In sum, for the uses as outlined, this is a fine product. Whether it's the best fit for you is about your needs every bit as much as the it's about the speaker.",5,Excellent Product -- Think About What May Work Best for You,1405987200,"07 22, 2014",7/22/2014,the philips sb wireless bluetooth speaker is excellentfirst its incredibly easy to set up the bluetooth matching is seamless the reach is quite strong it certainly goes at least feet to some extent it can even work through the separation of walls though i found that the signal could be lost from one room to another as a practical matter though the speaker is so light that theres no problem moving it from room to roomthe sound quality is excellent philips has not disappointed in this the bass is very good for a such a small speakerperhaps the most telling recurring criticisms from some amazoncom reviewers relate to the power supplythe speaker does consume batteries at a rather rapid rate one might install rechargeable batteries they tend to be expensive and limited in performance so thats not ideal depending on your needs its important to understand that theres not a builtin recharge capacity as with some portable speakersthe practical effect of this is to limit the realtime capacity of this speaker as truly portable given the battery consumption one would likely not want to deploy it for regular use outdoors or other places without access to electric outletsthe portability is also limited by the design and construction of the speaker its size is just large enough so that it would be pretty challenging to carry in a small bag or case so too it doesnt strike me as sturdy enough to put through the rigors of travelon the other hand for regular use in a home or office using an electrical outlet this unit can be a good choicein the end perhaps one should factor in the various compromises that various speakers include cost power design and construction sound qualityfor many people who use this philips product in one setting this can be a versatile highquality lowcost speakerif you want durable portabilityincluding smaller size tight design rechargeable power good soundyou may want to compare this with other options they will generally have higher price tagsin sum for the uses as outlined this is a fine product whether its the best fit for you is about your needs every bit as much as the its about the speaker,philips sb wireless bluetooth speaker excellentfirst incredibly easy set bluetooth matching seamless reach quite strong certainly goes least feet some extent can even work separation walls though found signal could lost one room another practical matter though speaker so light theres no problem moving room roomthe sound quality excellent philips not disappointed bass very good such small speakerperhaps most telling recurring criticisms some amazoncom reviewers relate power supplythe speaker consume batteries rather rapid rate one might install rechargeable batteries tend expensive limited performance so thats not ideal depending needs important understand theres not builtin recharge capacity some portable speakersthe practical effect limit realtime capacity speaker truly portable given battery consumption one would likely not want deploy regular use outdoors other places without access electric outletsthe portability also limited design construction speaker size just large enough so would pretty challenging carry small bag case so too doesnt strike sturdy enough put rigors travelon other hand regular use home office using electrical outlet unit can good choicein end perhaps one should factor various compromises various speakers include cost power design construction sound qualityfor many people use philips product one setting can versatile highquality lowcost speakerif want durable portabilityincluding smaller size tight design rechargeable power good soundyou may want compare other options will generally higher price tagsin sum uses outlined fine product whether best fit needs every bit much speaker,22-Jul-14,2218,368,Electronics|Portable Audio & Video|Portable Speakers & Docks|Portable Bluetooth Speakers,Home Audio & Theater,"This speaker, SB365, delivers superb sound in great style. Stream music from your phone wirelessly over Bluetooth for effortless enjoyment. It also charges any smart device using USB.",Philips SB365/37 Wireless Bluetooth Portable Speaker with USB charging,Philips,3.76,positive,0.9898,0.18410173160173163,0.0,positive
A335713MZIGYB1,B00G4TTQQK,"XXX ""A  REVIEWER""","[0, 1]",0.0,"I purchased this Blu-ray Player for it's simplicity. We did not need a streamer because we have (2) ROKU 3 devices that we are very pleased with.We have (2, different models) Sony Blu-ray players, that are about two years old, that have given us problems since we've owned them. When they will except a Blu-ray disc they have a gorgeous picture and adequate sound. The problem is getting them to acknowledge the Blu-ray disc. It takes about 10 minutes of fiddling with the player to get it to finally play (ejecting disc and reinserting, turning power off and on, unplugging and replugging, holding the power button in, updating firmware, etc.). I've emailed and called Sony to no avail. I began seeking their assistance after just a few days of these issues, but they would not help me. They said they were mailing me a firmware update disc, but it took so long to receive it my return option had expired. The disc didn't help at all!That is why I purchased this very simple LG model Blu-ray Player.Pros...Lightweight and small.Very small remote that is responsive, and only takes 1 AAA battery.Acknowledges any Blu-ray disc we put in it.Responds very quickly, no lag time.Has good sound deliverance.Syncs with our LG TV.GREAT PRICE!Cons...It has a grainy picture.Any Blu-ray disc played in the Sony looks and sounds wonderful, but has a grainy picture when played in this LG Player.Summary...I was very disappointed in the quality of picture in this LG Blu-ray Player.I really wanted and needed it to work!I returned it.",2,Poor Quality Picture!,1405987200,"07 22, 2014",7/22/2014,i purchased this bluray player for its simplicity we did not need a streamer because we have roku devices that we are very pleased withwe have different models sony bluray players that are about two years old that have given us problems since weve owned them when they will except a bluray disc they have a gorgeous picture and adequate sound the problem is getting them to acknowledge the bluray disc it takes about minutes of fiddling with the player to get it to finally play ejecting disc and reinserting turning power off and on unplugging and replugging holding the power button in updating firmware etc ive emailed and called sony to no avail i began seeking their assistance after just a few days of these issues but they would not help me they said they were mailing me a firmware update disc but it took so long to receive it my return option had expired the disc didnt help at allthat is why i purchased this very simple lg model bluray playerproslightweight and smallvery small remote that is responsive and only takes aaa batteryacknowledges any bluray disc we put in itresponds very quickly no lag timehas good sound deliverancesyncs with our lg tvgreat priceconsit has a grainy pictureany bluray disc played in the sony looks and sounds wonderful but has a grainy picture when played in this lg playersummaryi was very disappointed in the quality of picture in this lg bluray playeri really wanted and needed it to worki returned it,purchased bluray player simplicity not need streamer roku devices very pleased withwe different models sony bluray players two years old given us problems since weve owned when will except bluray disc gorgeous picture adequate sound problem getting acknowledge bluray disc takes minutes fiddling player get finally play ejecting disc reinserting turning power unplugging replugging holding power button updating firmware etc ive emailed called sony no avail began seeking assistance just few days issues would not help said mailing firmware update disc took so long receive return option expired disc didnt help allthat why purchased very simple lg model bluray playerproslightweight smallvery small remote responsive only takes aaa batteryacknowledges any bluray disc put itresponds very quickly no lag timehas good sound deliverancesyncs lg tvgreat priceconsit grainy pictureany bluray disc played sony looks sounds wonderful grainy picture when played lg playersummaryi very disappointed quality picture lg bluray playeri really wanted needed worki returned,22-Jul-14,1522,257,Electronics|Television & Video|Blu-ray Players & Recorders|Blu-ray Players,All Electronics,LG BP135 Blu-ray Disc Player,LG BP135 Blu-ray Disc Player,LG,,positive,0.9093,0.14166666666666666,0.0,positive
A14HYRDII6Z5CT,B00FB45SI4,Dev Patel,"[0, 0]",0.0,I had this for a few months now. I have not once have to restart it for any reason. It works great with all my electronics.,5,Have had no problems at all with this router,1405987200,"07 22, 2014",7/22/2014,i had this for a few months now i have not once have to restart it for any reason it works great with all my electronics,few months now not restart any reason works great all electronics,22-Jul-14,123,26,Electronics|Computers & Accessories|Networking Products|Routers,Computers,"Asus RT-AC68U IEEE 802.11ac Ethernet Wireless Router RT-AC68U Routers & Gateways - Wireless.For any further queries please contact Asus's Customer Support Number @ 1-812-282-2787 or http://service.asus.com. If you are having issues connecting to 5Ghz network, make sure that your wireless device supports 5Ghz or features dual band capabilities","ASUS Whole Home Dual-Band AiMesh Router (AC1900) for Mesh Wifi System (Up to 1900 Mbps) - AiProtection Network Security by Trend Micro, Adaptive QoS & Parental Control (RT-AC68U)",Asus,4.8,positive,0.6249,0.30000000000000004,0.2,positive
A3ADIW6VXPXG9,B00BOHNYTW,Crayola,"[0, 0]",0.0,I can confirm that this hard drive will NOT work as an INTERNAL PS3 HDD. It should still work fine as a external vfat usb for PS3.It fits in the slot but formatting hangs at 99% for the internal PS3 format and will not progress further. I believe it to be a software issue and not an issue with this hard drive as it were thus the rating remaining the same.,5,Does not work as a PS3 internal HDD,1405987200,"07 22, 2014",7/22/2014,i can confirm that this hard drive will not work as an internal ps hdd it should still work fine as a external vfat usb for psit fits in the slot but formatting hangs at for the internal ps format and will not progress further i believe it to be a software issue and not an issue with this hard drive as it were thus the rating remaining the same,can confirm hard drive will not work internal ps hdd should still work fine external vfat usb psit fits slot formatting hangs internal ps format will not progress believe software issue not issue hard drive thus rating remaining same,22-Jul-14,357,71,Electronics|Computers & Accessories|Data Storage|External Hard Drives,Computers,"Seagate Backup Plus Slim is an easy way to protect and share your digital life. Ready to go with up to 5TB of storage space for your most important files, the sleek and protective metal finish is available in classic black, silver, red or blue. Choose your flavor and join the millions of satisfied customers with one of Seagates most popular and trusted portable drive.","Seagate Backup Plus Slim 500GB Portable External Hard Drive USB 3.0, Black STCD500102",Seagate,,neutral,-0.162,-0.02380952380952381,0.6,neutral
A1HRXARQBPTHU2,B00IX2VGFA,Alejandro,"[0, 1]",0.0,"Like many of the non-Apple lightning charger cables, the tip of the lightning connector is bigger than your original Apple lightning charging cord.  As a result, it did not fit through my case. Make sure your case has a large opening for the charger; otherwise, you'll have to remove the case every time you want to charge it.",2,Like many of the non-Apple lightning charger cables,1405987200,"07 22, 2014",7/22/2014,like many of the nonapple lightning charger cables the tip of the lightning connector is bigger than your original apple lightning charging cord as a result it did not fit through my case make sure your case has a large opening for the charger otherwise youll have to remove the case every time you want to charge it,like many nonapple lightning charger cables tip lightning connector bigger than original apple lightning charging cord result not fit case make sure case large opening charger otherwise youll remove case every time want charge,22-Jul-14,326,58,Uncategorized,Uncategorized,No description available,Untitled,Unknown Brand,,positive,0.6474,0.23154761904761903,0.0,positive
A1B9J423SXOYCB,B00E3W15P0,E-Shopper,"[0, 0]",0.0,"I will never use a spinning HDD again, this is the greatest thing for your computer.",5,I suggest you get it,1405987200,"07 22, 2014",7/22/2014,i will never use a spinning hdd again this is the greatest thing for your computer,will never use spinning hdd greatest thing computer,22-Jul-14,84,16,Electronics|Computers & Accessories|Data Storage|Internal Solid State Drives,Computers,"Upgrading your PC with a Samsung SSD is the most economical way to breathe new life into an aging PC. The 840 EVO reads, writes and multi-tasks at incredible speeds, enhancing boot-up speed, application loading and multi-tasking performance. It's more than an upgrade, it's a complete transformation of your PC.",Samsung Electronics 840 EVO-Series 120GB 2.5-Inch SATA III Single Unit Version Internal Solid State Drive MZ-7TE120BW,Samsung,104.95,positive,0.6369,1.0,0.0,positive
ANW6EGY12V5XS,B00G4E2IRE,Henri Savin,"[0, 0]",0.0,"This is my 4th OCZ SSD drive. This is also the 1st Vector; All the other ones were Vectrex series.I also own a Samsung 840 Pro and this one seems to be fairly close in performance.When trying to copy 13GB from the Samsung SSD to this one, I managed to copy everything at an average speed of 358MB/s. The copy took less than a minute.What do I like?- OCZ brand is a good brand, now owned by Toshiba if I am not mistaken.- The speed is very nice.- Nice Aluminium case. It looks very good.Perfect for a desktop.What I like less:- The provided software for cloning is bare minimum.- No over-provisioning like in my Samsung. The benchmark between the two with Samsung Magician shows a ridiculous difference because of this. It still reports reading and writing speeds above 500MB/s. The Samsung gets over 4000MB/s.- The aluminium case is a bit heavy for laptop use. The Samsung is easily 1/2 to 1/3 of the weight.Conclusions:I really like this SSD drive but I think, after having experienced the Samsung management tools that I would love the same with OCZ.Reading and writing speeds are very good and the type of memory use should give it some longevity.",5,358MB/s copy real speed,1405987200,"07 22, 2014",7/22/2014,this is my th ocz ssd drive this is also the st vector all the other ones were vectrex seriesi also own a samsung pro and this one seems to be fairly close in performancewhen trying to copy gb from the samsung ssd to this one i managed to copy everything at an average speed of mbs the copy took less than a minutewhat do i like ocz brand is a good brand now owned by toshiba if i am not mistaken the speed is very nice nice aluminium case it looks very goodperfect for a desktopwhat i like less the provided software for cloning is bare minimum no overprovisioning like in my samsung the benchmark between the two with samsung magician shows a ridiculous difference because of this it still reports reading and writing speeds above mbs the samsung gets over mbs the aluminium case is a bit heavy for laptop use the samsung is easily to of the weightconclusionsi really like this ssd drive but i think after having experienced the samsung management tools that i would love the same with oczreading and writing speeds are very good and the type of memory use should give it some longevity,th ocz ssd drive also st vector all other ones vectrex seriesi also own samsung pro one seems fairly close performancewhen trying copy gb samsung ssd one managed copy everything average speed mbs copy took less than minutewhat like ocz brand good brand now owned toshiba not mistaken speed very nice nice aluminium case looks very goodperfect desktopwhat like less provided software cloning bare minimum no overprovisioning like samsung benchmark two samsung magician shows ridiculous difference still reports reading writing speeds mbs samsung gets mbs aluminium case bit heavy laptop use samsung easily weightconclusionsi really like ssd drive think experienced samsung management tools would love same oczreading writing speeds very good type memory use should give some longevity,22-Jul-14,1150,204,Electronics|Computers & Accessories|Data Storage|Internal Solid State Drives,Computers,"OCZ Vector 150 Solid State DriveView larger Putting Hard Drives to Shame Why manage barriers when you can shatter them. Meet the storage expectations you didnt know you had and experience accelerated application responsiveness, increased productivit",OCZ Storage Solutions Vector 150 Series 240GB SATA III 2.5-Inch 7mm Height Solid State Drive (SSD) With Acronis True Image HD Cloning Software- VTR150-25SAT3-240G,OCZ,,positive,0.9681,0.28061403508771926,0.0,positive
A3VGAP2KLCBNBB,B00G4E2IRE,"Epilady ""epiamy""","[0, 0]",0.0,"I installed this in my second drive slot in my laptop running Win 8.1. I moved all my music and videos over to the SSD. Holy fast copy, batman. I installed Elder Scrolls Online on it too - much faster startup and load times. My laptop remains noticeably cooler when gaming, too. I did note some reduction in battery life, but it's definitely worth the differential.About 7 GB are unusable in the 240GB Sata.Comes with bracket if you want to install in a tower or desktop system.",4,Super fast; seems totally reliable.,1405987200,"07 22, 2014",7/22/2014,i installed this in my second drive slot in my laptop running win i moved all my music and videos over to the ssd holy fast copy batman i installed elder scrolls online on it too much faster startup and load times my laptop remains noticeably cooler when gaming too i did note some reduction in battery life but its definitely worth the differentialabout gb are unusable in the gb satacomes with bracket if you want to install in a tower or desktop system,installed second drive slot laptop running win moved all music videos ssd holy fast copy batman installed elder scrolls online too much faster startup load times laptop remains noticeably cooler when gaming too note some reduction battery life definitely worth differentialabout gb unusable gb satacomes bracket want install tower desktop system,22-Jul-14,478,87,Electronics|Computers & Accessories|Data Storage|Internal Solid State Drives,Computers,"OCZ Vector 150 Solid State DriveView larger Putting Hard Drives to Shame Why manage barriers when you can shatter them. Meet the storage expectations you didnt know you had and experience accelerated application responsiveness, increased productivit",OCZ Storage Solutions Vector 150 Series 240GB SATA III 2.5-Inch 7mm Height Solid State Drive (SSD) With Acronis True Image HD Cloning Software- VTR150-25SAT3-240G,OCZ,,positive,0.8271,0.3,0.2,positive
A1CD9G6Z73CO0K,B00AJBIXK4,Anonymous,"[0, 0]",0.0,Great Battery,5,Can't Beat Anker Products,1405987200,"07 22, 2014",7/22/2014,great battery,great battery,22-Jul-14,13,2,Electronics|Computers & Accessories|Laptop Accessories|Batteries,Computers,"Battery type: Li-ion; Capacity: 7800mAh/87WH; Cells: 9-cell; Voltage: 11.1V.100% New from Manufacturer. Up to 500 recharge cycles over the life of the battery.CE-/FCC-/RoHS-Certified for safety. 24 x 7 email support, 8-hr x 5-weekday call support, 18-month hassle-free warranty.Grade A cells ensure fast charges and low power consumption; Built-in circuit protection ensures both safety and stability.The actual operation time will depend on how much electricity is required by the device and how you use it.","Anker Laptop Battery [9-cell / 7800mAh/87WH] for Dell Inspiron 13R (N3010) 14R (N4010) 14R (N4110) 15R (N5110) 17R (N7010) 17R (N7110) M501 M503 Series, fits J1KND 4T7JN FMHC10 - [Li-ion, 11.1V]",Anker,,positive,0.6249,0.8,0.0,positive
A2F00BNJSX9HQZ,B00G47W6DM,Rick Paterala,"[0, 0]",0.0,"Could not use as intended for my use.  It seems like a good board just did not fit my needs.  Usually, Asus support is top notch....this time they couldn't help me.",3,It seems like a good board just did not fit my needs,1405987200,"07 22, 2014",7/22/2014,could not use as intended for my use it seems like a good board just did not fit my needs usually asus support is top notchthis time they couldnt help me,could not use intended use seems like good board just not fit needs usually asus support top notchthis time couldnt help,22-Jul-14,164,31,Uncategorized,Uncategorized,No description available,Untitled,Unknown Brand,,positive,0.6738,0.1875,0.2,positive
A2YL0DG11VA95,B00AIRUOI8,Anonymous,"[0, 0]",0.0,"I admit, the reviews I've read about this thing were pretty great for the most part, so I was willing to spend the extra money to get something I knew was highly rated... but I have to admit, I'm not all that impressed.Firstly, the sound is great -- if you're sitting still.  I'm a runner.  And after reading reviews about how this holds into place and doesn't budge during a good jog, I felt this was going to be ideal for my needs.  Well... this things doesn't exactly hold into place like you may think.  It comes with 3 different attachments for both the in-ear piece, as well as the hook piece that holds onto your ear so it doesn't fall out.  After several attempts with different size combinations, I found what seemed to best match my ear size and shape.  I went for a run and within the first 15-minutes I'm already starting to fiddle with the thing.  It was pushed snugly into place (that is required to get the full bass and sound from the speakers, otherwise you lose all audio quality -- even if it's barely coming out) and during my first 15-minutes it started to slide out, thus causing my audio to lose strength.  So... as we who run have all had to do, I push it back in.  Now, mind you... the little hook piece that's tucked into my external ear folds is still where it's supposed to be, but somehow that has nothing to do with the inner ear bud that's pushed down into my inner ear.  So... don't be fooled thinking that they are somewhat connected.So... this little scenario goes on for the next 30-minutes (during my 45-minute jog).  Every 15-30 seconds or so I'm pushing it back into my ear.  On both sides, after the first 15-minute looseness.Also, there is a way to make the cable shorter by these little black plastic pieces.  You're supposed to somehow overlap them back and forth through the grooves of the plastic pieces... but let me just say, that was a ridiculous mess.  I finally figured it out, with very little help coming from the instruction booklet.  Also, once you loop the cable -- be prepared for it to stay that way forever until you pull the cable completely back off of them, because those little suckers don't allow any room to increase or decrease your slack.  I fought for a while with all of the pieces of this device -- the cable shorteners, the inner ear buds, the external ear clips -- and have to say it was NO where near worth the sound coming from it.The only reason I gave it 3 stars is because, 1 - yes, the sound was actually very good when properly inserted, 2 - the lightness of the headphones is far superior to other such devices, 3 - connects up without any problems and also has the control switch on the headphones, and 4 - battery life is excellent.The reasons I disliked it are written above, but to recap, this device is complicated with assembly (inner ear buds, not so much). If you're a runner, get ready for constant readjustment (one of the most annoying things to a runner). And frankly, over-priced for such flaws.",3,"If you're a runner, this will disappoint you...",1405987200,"07 22, 2014",7/22/2014,i admit the reviews ive read about this thing were pretty great for the most part so i was willing to spend the extra money to get something i knew was highly rated but i have to admit im not all that impressedfirstly the sound is great if youre sitting still im a runner and after reading reviews about how this holds into place and doesnt budge during a good jog i felt this was going to be ideal for my needs well this things doesnt exactly hold into place like you may think it comes with different attachments for both the inear piece as well as the hook piece that holds onto your ear so it doesnt fall out after several attempts with different size combinations i found what seemed to best match my ear size and shape i went for a run and within the first minutes im already starting to fiddle with the thing it was pushed snugly into place that is required to get the full bass and sound from the speakers otherwise you lose all audio quality even if its barely coming out and during my first minutes it started to slide out thus causing my audio to lose strength so as we who run have all had to do i push it back in now mind you the little hook piece thats tucked into my external ear folds is still where its supposed to be but somehow that has nothing to do with the inner ear bud thats pushed down into my inner ear so dont be fooled thinking that they are somewhat connectedso this little scenario goes on for the next minutes during my minute jog every seconds or so im pushing it back into my ear on both sides after the first minute loosenessalso there is a way to make the cable shorter by these little black plastic pieces youre supposed to somehow overlap them back and forth through the grooves of the plastic pieces but let me just say that was a ridiculous mess i finally figured it out with very little help coming from the instruction booklet also once you loop the cable be prepared for it to stay that way forever until you pull the cable completely back off of them because those little suckers dont allow any room to increase or decrease your slack i fought for a while with all of the pieces of this device the cable shorteners the inner ear buds the external ear clips and have to say it was no where near worth the sound coming from itthe only reason i gave it stars is because yes the sound was actually very good when properly inserted the lightness of the headphones is far superior to other such devices connects up without any problems and also has the control switch on the headphones and battery life is excellentthe reasons i disliked it are written above but to recap this device is complicated with assembly inner ear buds not so much if youre a runner get ready for constant readjustment one of the most annoying things to a runner and frankly overpriced for such flaws,admit reviews ive read thing pretty great most part so willing spend extra money get something knew highly rated admit im not all impressedfirstly sound great youre sitting still im runner reading reviews how holds place doesnt budge good jog felt going ideal needs well things doesnt exactly hold place like may think comes different attachments both inear piece well hook piece holds onto ear so doesnt fall several attempts different size combinations found seemed best match ear size shape went run within first minutes im already starting fiddle thing pushed snugly place required get full bass sound speakers otherwise lose all audio quality even barely coming first minutes started slide thus causing audio lose strength so run all push back now mind little hook piece thats tucked external ear folds still where supposed somehow nothing inner ear bud thats pushed inner ear so dont fooled thinking somewhat connectedso little scenario goes next minutes minute jog every seconds so im pushing back ear both sides first minute loosenessalso there way make cable shorter little black plastic pieces youre supposed somehow overlap back forth grooves plastic pieces let just say ridiculous mess finally figured very little help coming instruction booklet also loop cable prepared stay way forever pull cable completely back little suckers dont allow any room increase decrease slack fought all pieces device cable shorteners inner ear buds external ear clips say no where near worth sound coming itthe only reason gave stars yes sound actually very good when properly inserted lightness headphones far superior other such devices connects without any problems also control switch headphones battery life excellentthe reasons disliked written recap device complicated assembly inner ear buds not so much youre runner get ready constant readjustment one most annoying things runner frankly overpriced such flaws,22-Jul-14,2986,546,Electronics|Headphones,Cell Phones & Accessories,Jaybird X1,JayBird BBX1MB BlueBuds X Sport Bluetooth Headphones - Black (Discontinued by Manufacturer),Jaybird,7.43,positive,0.9843,0.12105158730158733,0.2,positive
AOS37016M3UIT,B00ISL3PPU,Ardie McDaniel,"[0, 0]",0.0,"Excellent earbuds at a reasonable price.Comfortable, excellent sound and will sound better after they have burned in.",5,Excellent earbuds at a reasonable price,1405987200,"07 22, 2014",7/22/2014,excellent earbuds at a reasonable pricecomfortable excellent sound and will sound better after they have burned in,excellent earbuds reasonable pricecomfortable excellent sound will sound better burned,22-Jul-14,117,17,Electronics|Headphones|Earbud Headphones,Home Audio & Theater,"Introducing the VSD1S, the companion to the VSD1. it is designed to be the baby brother of the famed GR07 series. While it is priced at almost 1/3 of the price, Vsonic claims that it retains almost 80% of the sound making it one of the bang for the buck earphone in the series.
VSD1S has a larger soundstage and has a slightly less bass response than the VSD1 making it perfect for classical and jazz music.
Specification:

- Brand: VSONIC
- Model: VSD1S
- Condition: New
- Driver: 11mm High Dynamic CCAW Drive Units
- Impedance: 32 ohm +/-10%
- Frequency Response: 7Hz-30KHz
- Sensitivity: 108dB
- Channel Balance: Less than 2dB
- Distortion: Less than 2%
- Rated Power: 10mW
- Maximum Input Power: 50mW
- Plug: 3.5mm dual channel plug
- Cable: 1.30m TPU cable, 4 X20 silver core wires +/-3%
The difference between VSD1 and VSD1S:

VSD1 is good for pop, rock and dance music.
VSD1S is good for: female vocal, classical and symphonic music.

The strengths of VSD1: mid range, low range, balanced sound.
The strengths of VSD1S: tweeter, loud sound field.",VSonic VSD1S Dynamic Noise-Isolation Earphones Earbuds Headphone,VSONIC,,positive,0.8834,0.5833333333333334,0.0,positive
A1A32UA1KVNJ3Q,B00E3RH5W2,Dudly,"[2, 2]",1.0,"Just received hard drive and it actually is quite speedy.  After doing the backup with the included software, I decided to ""create a system image"" with windows 7.  It kept failing due to ...  I/O device error. (0X8007045D).  After a long search I found that this is a very common error and can only be fixed by doing a quick reformat of the drive.  Copied the backup software to another drive and then did the quick format.  Copied the backup software back and did a back up.  Then once again tried to ""create a system image"" with windows 7.  This time it worked just fine.  If this is such a common problem it should be more common knowledge.  Each person that buys the drive should not have to reinvent the wheel.  Otherwise, at least for now with only a few hours on the drive, I would have given it 5 stars.",3,4TB WD My Book drive,1405987200,"07 22, 2014",7/22/2014,just received hard drive and it actually is quite speedy after doing the backup with the included software i decided to create a system image with windows it kept failing due to io device error xd after a long search i found that this is a very common error and can only be fixed by doing a quick reformat of the drive copied the backup software to another drive and then did the quick format copied the backup software back and did a back up then once again tried to create a system image with windows this time it worked just fine if this is such a common problem it should be more common knowledge each person that buys the drive should not have to reinvent the wheel otherwise at least for now with only a few hours on the drive i would have given it stars,just received hard drive actually quite speedy backup included software decided create system image windows kept failing due io device error xd long search found very common error can only fixed quick reformat drive copied backup software another drive quick format copied backup software back back tried create system image windows time worked just fine such common problem should more common knowledge each person buys drive should not reinvent wheel otherwise least now only few hours drive would given stars,22-Jul-14,827,151,Electronics|Computers & Accessories|Data Storage|External Hard Drives,Computers,Western Digital My Book 3.0 2 TB External Hard Drive WDBFJK0020HBK-NESN Hard Drives (*),WD 2TB My Book Desktop External Hard Drive - USB 3.0 - WDBFJK0020HBK-NESN,Western Digital,99.99,neutral,-0.507,-0.014385964912280703,0.4,negative
